MeetID,MeetPath,Date,MeetCountry,MeetState,MeetTown,MeetName
3703,nsf/5,27/01/2000,Norway,,Trondheim,Seriestevne
3704,nsf/50,13/05/2000,Norway,,Holmestrand,Kretsmesterskap
3705,nsf/500,06/12/2003,Norway,,Melhus,KM benkpress
3706,nsf/501,06/12/2003,Norway,,Frogner,Cupfinale
3707,nsf/502,13/12/2003,Norway,,Oslo,Julestevne
3708,nsf/503,13/12/2003,Norway,,,Julestevne
3709,nsf/504,13/12/2003,Norway,,Røros,Julestevne
3710,nsf/505,13/12/2003,Norway,,Haukelandshallen,Klubbstevne
3711,nsf/506,13/12/2003,Norway,,,Julestevne
3712,nsf/507,19/12/2003,Norway,,Seiersten skole,Julestevne
3713,nsf/508,19/12/2003,Norway,,Steinkjer,Julestevne
3714,nsf/509,21/12/2003,Norway,,Ålesund,Klubbstevne
3715,nsf/51,13/05/2000,Norway,,Holmestrand,Kretsmesterskap Benk
3716,nsf/510,20/01/2004,Norway,,Kjeller,Klubbstevne
3717,nsf/511,22/01/2004,Norway,,Oslo,Seriestevne
3718,nsf/513,10/01/2003,Norway,,Odderneshallen,Åpent stevne
3719,nsf/514,03/01/2004,Norway,,Brumunddal,Seriestevne
3720,nsf/515,12/01/2004,Norway,,Frogner,Klubbstevne
3721,nsf/516,14/01/2004,Norway,,Askim,Seriestevne
3722,nsf/517,17/01/2004,Norway,,Brumunddal,Klubbmesterskap
3723,nsf/518,17/01/2004,Norway,,Sande,Klubbstevne
3724,nsf/519,21/01/2004,Norway,,Oslo,Seriestevne
3725,nsf/52,13/05/2000,Norway,,Kristiansand,Kretsmesterskap
3726,nsf/520,23/01/2004,Norway,,Seiersborg skole,Seriestevne
3727,nsf/521,24/01/2004,Norway,,,Seriestevne
3728,nsf/522,24/01/2004,Norway,,,Klubbstevne
3729,nsf/523,31/01/2004,Norway,,Florø,KM
3730,nsf/524,31/01/2004,Norway,,Haukelandshallen,Åpent stevne
3731,nsf/525,07/02/2004,Norway,,Haukelandshallen,Benk-Cup
3732,nsf/526,07/02/2004,Norway,,Brumunddal,Seriestevne
3733,nsf/527,07/02/2004,Norway,,Melhus,Midt-Norsk
3734,nsf/528,07/02/2004,Norway,,Skoger,Kretsstevne
3735,nsf/529,07/02/2004,Norway,,Alta,Finnmarkmesterskapet
3736,nsf/53,13/05/2000,Norway,,Kristiansand,Kretsmesterskap Benk
3737,nsf/530,09/02/2004,Norway,,Frogner,Seriestevne
3738,nsf/531,09/02/2004,Norway,,Halden,Seriestevne
3739,nsf/532,14/02/2004,Norway,,Odderneshallen,KM
3740,nsf/533,15/02/2004,Norway,,Sundbyfoss,Klubbstevne
3741,nsf/534,21/02/2004,Norway,,Elnesvågen,Benkpress stevne
3742,nsf/535,21/02/2004,Norway,,Sande,Veteran NM
3743,nsf/536,23/02/2004,Norway,,Oslo,Kretsstevne
3744,nsf/537,26/02/2004,Norway,,Lurahallen,Seriestevne
3745,nsf/538,28/02/2004,Norway,,,Seriestevne
3746,nsf/539,06/03/2004,Norway,,Sundbyfoss,Benk-cup
3747,nsf/54,13/05/2000,Norway,,Halden,Kretsmesterskap
3748,nsf/540,06/03/2004,Norway,,Brumunddal,Seriestevne
3749,nsf/541,08/03/2004,Norway,,Halden,Klubbmesterskap
3750,nsf/542,13/03/2004,Norway,,Fræna,Seriestevne
3751,nsf/543,13/03/2004,Norway,,Haukelandshallen,Seriestevne
3752,nsf/544,13/03/2004,Norway,,Skoger,Kretsstevne
3753,nsf/546,26/03/2004,Norway,,Seiersten,Seriestevne
3754,nsf/547,27/03/2004,Norway,,,Seriestevne
3755,nsf/548,27/03/2004,Norway,,Skogn,Klubbstevne
3756,nsf/549,31/03/2004,Norway,,Haukelandshallen,Klubbstevne
3757,nsf/55,13/05/2000,Norway,,Sykkylven,Kretsmesterskap
3758,nsf/550,31/03/2004,Norway,,Ganddal,Seriestevne
3759,nsf/551,01/04/2004,Norway,,Sundbyfoss,Klubbstevne
3760,nsf/552,02/04/2004,Norway,,Røros,Seriestevne
3761,nsf/553,02/04/2004,Norway,,Melhus,Klubbmesterskap
3762,nsf/554,03/04/2004,Norway,,Fræna,Seriestevne
3763,nsf/555,07/04/2004,Norway,,Askim,Seriestevne
3764,nsf/558,17/04/2004,Norway,,Brumunddal,Seriestevne
3765,nsf/559,21/04/2004,Norway,,Sande,Seriestevne
3766,nsf/56,20/05/2000,Norway,,Spikkestad,Benkcup
3767,nsf/560,24/04/2004,Norway,,Rana,Seriestevne
3768,nsf/561,26/04/2004,Norway,,Frogner,Klubbstevne
3769,nsf/562,26/04/2004,Norway,,Lurahallen,Seriestevne
3770,nsf/563,27/04/2004,Norway,,Skoger,Klubbstevne
3771,nsf/564,29/04/2004,Norway,,Lurahallen,Seriestevne
3772,nsf/565,30/04/2004,Norway,,Halden,Seriestevne
3773,nsf/567,08/05/2004,Norway,,Haukelandshallen,KM
3774,nsf/568,08/05/2004,Norway,,Alta,Seriestevne
3775,nsf/569,08/05/2004,Norway,,Jørpeland,RM Benkpress
3776,nsf/57,24/05/2000,Norway,,Trondheim,Benkstevne
3777,nsf/570,15/05/2004,Norway,,Brumunddal,KM
3778,nsf/572,15/05/2004,Norway,,Ålesund,KM
3779,nsf/573,15/05/2004,Norway,,Sande,KM
3780,nsf/574,22/05/2004,Norway,,Lørenskoghallen,KM
3781,nsf/575,22/05/2004,Norway,,Lurahallen,KM
3782,nsf/576,22/05/2004,Norway,,Melhus,KM
3783,nsf/577,23/05/2004,Norway,,Holmestrand,Benk-cup
3784,nsf/578,29/05/2004,Norway,,Eikefjord,KM
3785,nsf/579,05/06/2004,Norway,,Skogn,Klubbstevne
3786,nsf/580,05/06/2004,Norway,,Skoger,Klubbstevne
3787,nsf/582,09/06/2004,Norway,,Oslo,Seriestevne
3788,nsf/583,10/06/2004,Norway,,Halden,Seriestevne
3789,nsf/584,12/06/2004,Norway,,Fræna,Seriestevne
3790,nsf/585,12/06/2004,Norway,,Askim,NM Lag 2004
3791,nsf/586,13/06/2004,Norway,,Sundbyfoss,Klubbstevne
3792,nsf/587,14/06/2004,Norway,,Fredrikstad,Klubbstevne
3793,nsf/588,16/06/2004,Norway,,Ganddal,Seriestevne
3794,nsf/589,16/06/2004,Norway,,Askim,Seriestevne
3795,nsf/59,27/05/2000,Norway,,Skogn,Kretsmesterskap
3796,nsf/591,19/06/2004,Norway,,Sande,Klubbmesterskap
3797,nsf/592,19/06/2004,Norway,,Gruben,Klubbstevne
3798,nsf/593,21/06/2004,Norway,,Melhus,Klubbmesterskap
3799,nsf/595,26/06/2004,Norway,,Brumunddal,KM Benkpress
3800,nsf/596,28/06/2004,Norway,,Frogner,Seriestevne
3801,nsf/597,30/06/2004,Norway,,Steinkjer,Klubbstevne
3802,nsf/599,29/07/2004,Norway,,Lurahallen,Seriestevne
3803,nsf/6,29/01/2000,Norway,,Alta,Nord-Norsk Mesterskap
3804,nsf/60,27/05/2000,Norway,,Brumunddal,Kretsmesterskap
3805,nsf/600,31/07/2004,Norway,,Sundbyfoss,Klubbstevne
3806,nsf/601,31/07/2004,Norway,,Gruben,Seriestvne
3807,nsf/602,07/08/2004,Norway,,Fræna,Seriestevne
3808,nsf/603,09/08/2004,Norway,,Grorud,Klubbstevne
3809,nsf/604,14/08/2004,Norway,,Brumunddal,Seriestevne
3810,nsf/605,21/08/2004,Norway,,Haukelandshallen,Klubbstevne
3811,nsf/607,28/08/2004,Norway,,Oslo,NM Benkpress
3812,nsf/608,04/09/2004,Norway,,Sande,Seriestevne
3813,nsf/61,27/05/2000,Norway,,Førde,Kretsmesterskap
3814,nsf/610,11/09/2004,Norway,,Skogn,Klubbstevne
3815,nsf/611,11/09/2004,Norway,,Brumunddal,Seriestevne
3816,nsf/613,13/09/2004,Norway,,Seiersten,Klubbstevne
3817,nsf/614,18/09/2004,Norway,,Sande,Benkstevne
3818,nsf/615,18/09/2004,Norway,,Bergen,KM benkpress
3819,nsf/616,25/09/2004,Norway,,Odderneshallen,Regionmesterskap
3820,nsf/617,26/09/2004,Norway,,Sundbyfoss,Kretsstevne
3821,nsf/618,27/09/2004,Norway,,Oslo,Seriestevne
3822,nsf/62,28/05/2000,Norway,,Oslo,Kretsmesterskap
3823,nsf/620,09/10/2004,Norway,,,Kalott mesterskap
3824,nsf/621,09/10/2004,Norway,,Fræna,Åpent stevne
3825,nsf/622,16/10/2004,Norway,,Oslo,Klubbmesterskap
3826,nsf/623,16/10/2004,Norway,,Ganddal,Åpent stevne
3827,nsf/624,16/10/2004,Norway,,Brumunddal,Seriestevne
3828,nsf/625,18/10/2004,Norway,,Halden,Seriestevne
3829,nsf/626,20/10/2004,Norway,,Askim,Seriestevne
3830,nsf/627,23/10/2004,Norway,,Sundbyfoss,KM-Lag
3831,nsf/628,23/10/2004,Norway,,Røros,RM
3832,nsf/629,25/10/2004,Norway,,Frogner,Seriestevne
3833,nsf/63,03/06/2000,Norway,,Halden,Benkcup
3834,nsf/630,25/10/2004,Norway,,Fredrikstad,Klubbstevne
3835,nsf/631,28/10/2004,Norway,,Lurahallen,Seriestevne
3836,nsf/632,30/10/2004,Norway,,Grubhei,Klubbstevne
3837,nsf/633,06/11/2004,Norway,,Brumunddal,Seriestevne
3838,nsf/634,06/11/2004,Norway,,Sande,Benkpress cup
3839,nsf/635,13/11/2004,Norway,,Kristiansand,Klubbstevne
3840,nsf/637,19/11/2004,Norway,,Fræna,Klubbstevne
3841,nsf/638,20/11/2004,Norway,,Oslo,NM Ungdom-Junior
3842,nsf/639,27/11/2004,Norway,,Halden,KM Benkpress
3843,nsf/64,03/06/2000,Norway,,Karmøy,Kretsmesterskap
3844,nsf/640,27/11/2004,Norway,,Florø,Julestevne
3845,nsf/641,27/11/2004,Norway,,Hammerfest,RM
3846,nsf/643,04/12/2004,Norway,,,Seriestevne
3847,nsf/645,11/12/2004,Norway,,Oslo,Julestevne
3848,nsf/646,11/12/2004,Norway,,Sande,Julestevne
3849,nsf/647,11/12/2004,Norway,,Rana,Julestevne
3850,nsf/648,11/12/2004,Norway,,Skogn,Klubbstevne
3851,nsf/649,18/12/2004,Norway,,Sandnes,Seriestevne
3852,nsf/65,03/06/2000,Norway,,Mo i Rana,Kretsmesterskap
3853,nsf/650,18/12/2004,Norway,,Fræna,Åpent stevne
3854,nsf/651,18/12/2004,Norway,,Skoger,Kretsstevne
3855,nsf/652,18/12/2004,Norway,,Melhus,KM-Benkpress
3856,nsf/653,22/12/2004,Norway,,Fredrikstad,Klubbstevne
3857,nsf/654,30/12/2004,Norway,,Ålesund,Åpent stevne
3858,nsf/655,07/01/2005,Norway,,Halden,Klubbmesterskap
3859,nsf/656,08/01/2005,Norway,,Skoger,Seriestevne
3860,nsf/657,15/01/2005,Norway,,Brumunddal,KM
3861,nsf/658,22/01/2005,Norway,,Sande,Cupfinale Styrkeløft-Cup
3862,nsf/659,27/01/2005,Norway,,Oddernes,Klubbstevne
3863,nsf/66,05/06/2000,Norway,,Kjeller,Seriestevne
3864,nsf/660,27/01/2005,Norway,,Sandnes,Seriestevne
3865,nsf/661,29/01/2005,Norway,,Askim,KM
3866,nsf/662,29/01/2005,Norway,,Haukelandshallen,KM
3867,nsf/663,29/01/2005,Norway,,Sande,KM Vestfold
3868,nsf/664,05/02/2005,Norway,,Melhus,Midt-norsk
3869,nsf/665,05/02/2005,Norway,,Alta,Finnmarksmesterskapet
3870,nsf/666,08/02/2005,Norway,,Lurahallen,Seriestevne
3871,nsf/667,12/02/2005,Norway,,Ganddal,Seriestevne
3872,nsf/669,18/02/2005,Norway,,Steinkjer,Åpent stevne
3873,nsf/67,07/06/2000,Norway,,Oslo,Klubbstevne
3874,nsf/670,19/02/2005,Norway,,Sande,Seriestevne
3875,nsf/671,21/02/2005,Norway,,Frogner,Klubbstevne
3876,nsf/672,21/02/2005,Norway,,Seiersten,Seriestevne
3877,nsf/673,22/02/2005,Norway,,Lørenskog,Seriestevne
3878,nsf/674,24/02/2005,Norway,,,Seriestevne
3879,nsf/675,25/02/2005,Norway,,Fræna,Åpent stevne
3880,nsf/676,26/02/2005,Norway,,,Klubbstevne
3881,nsf/677,26/02/2005,Norway,,,ER Open benkpress
3882,nsf/678,28/02/2005,Norway,,Halden,Klubbmesterskap
3883,nsf/679,05/03/2005,Norway,,,Klubbstevne
3884,nsf/68,09/06/2000,Norway,,Fredrikstad,Seriestevne
3885,nsf/680,05/03/2005,Norway,,Sande,Benk-cup
3886,nsf/682,26/03/2005,Norway,,Fræna,KM
3887,nsf/683,30/03/2005,Norway,,Ganddal,Seriestevne
3888,nsf/684,02/04/2005,Norway,,Brumunddal,Seriestevne
3889,nsf/685,08/04/2005,Norway,,Fræna,Klubbstevne
3890,nsf/686,09/04/2005,Norway,,Drammen,Seriestevne
3891,nsf/687,13/04/2005,Norway,,Askim,Seriestevne
3892,nsf/688,16/04/2005,Norway,,Sande,Nordisk ung/Jr.
3893,nsf/689,16/04/2005,Norway,,,Islandske mesterskap
3894,nsf/69,10/06/2000,Norway,,Sande,Klubbmesterskap
3895,nsf/690,18/04/2005,Norway,,Lurahallen,Klubbstevne
3896,nsf/691,18/04/2005,Norway,,Seiersten,Seriestevne
3897,nsf/692,19/04/2005,Norway,,Lørenskoghallen,Seriestevne
3898,nsf/693,21/04/2005,Norway,,Halden,Seriestevne
3899,nsf/694,23/04/2005,Norway,,Gruben,Klubbstevne
3900,nsf/696,23/04/2005,Norway,,Skogn,RM
3901,nsf/697,25/04/2005,Norway,,Frogner,Seriestevne
3902,nsf/699,30/04/2005,Norway,,Sande,Klubbstevne
3903,nsf/7,29/01/2000,Norway,,Sande,Kretsstevne
3904,nsf/700,07/05/2005,Norway,,,KM benkpress
3905,nsf/702,07/05/2005,Norway,,Odderneshallen,Klubbmesterskap
3906,nsf/703,07/05/2005,Norway,,Florø,Klubbstevne
3907,nsf/704,14/05/2005,Norway,,Ålesund,Åpent stevne
3908,nsf/705,14/05/2005,Norway,,Kirkenes,Kretsmesterskap
3909,nsf/706,20/05/2005,Norway,,Årnes,Klubbstevne
3910,nsf/707,20/05/2005,Norway,,Melhus,Klubbmesterskap
3911,nsf/708,20/05/2005,Norway,,Melhus,Klubbmesterskap
3912,nsf/709,20/05/2005,Norway,,Melhus,Klubbmesterskap
3913,nsf/71,17/06/2000,Norway,,Dokka,KM Benkpress
3914,nsf/710,28/05/2005,Norway,,Brumunddal,KM benkpress
3915,nsf/711,28/05/2005,Norway,,Gruben,Klubbstevne
3916,nsf/713,28/05/2005,Norway,,Holmestrand,Benk-Cup
3917,nsf/714,30/05/2005,Norway,,Halden,Seriestevne
3918,nsf/715,06/06/2005,Norway,,Oslo,Klubbstevne
3919,nsf/716,10/06/2005,Norway,,Fræna,NM Benkpress
3920,nsf/717,17/06/2005,Norway,,Steinkjer,Åpent stevne
3921,nsf/718,18/06/2005,Norway,,Sande,Klubbmesterskap
3922,nsf/719,18/06/2005,Norway,,Gruben,KM
3923,nsf/72,22/06/2000,Norway,,Sundbyfoss,Kretsstevne
3924,nsf/721,20/06/2005,Norway,,Frogner,Klubbstevne
3925,nsf/722,20/06/2005,Norway,,Seiersten,Seriestevne
3926,nsf/723,21/06/2005,Norway,,Halden,Seriestevne
3927,nsf/724,22/06/2005,Norway,,Askim,Seriestevne
3928,nsf/725,25/06/2005,Norway,,Skoger,Seriestevne
3929,nsf/726,25/06/2005,Norway,,Brumunddal,Seriestevne
3930,nsf/727,01/07/2005,Norway,,Fræna,Seriestevne
3931,nsf/73,26/06/2000,Norway,,Ulefoss,Markløftstevne
3932,nsf/731,28/07/2005,Norway,,Lurahallen,Klubbstevne
3933,nsf/733,06/08/2005,Norway,,Skoger,Seriestevne
3934,nsf/734,12/08/2005,Norway,,Ganddal,seriestevne
3935,nsf/735,13/08/2005,Norway,,Ganddal,Seriestevne
3936,nsf/736,20/08/2005,Norway,,Odderneshallen,Klubbstevne
3937,nsf/737,20/08/2005,Norway,,Brumunddal,Seriestevne
3938,nsf/738,03/09/2005,Norway,,Bergen,Klubbstevne
3939,nsf/74,29/06/2000,Norway,,Florø,KM Benkpress
3940,nsf/740,10/09/2005,Norway,,Sande,Seriestevne
3941,nsf/741,15/09/2005,Norway,,Hommersåk,Klubbstevne
3942,nsf/742,17/09/2005,Norway,,Fræna,Klubbstevne
3943,nsf/743,18/09/2005,Norway,,Haukelandshallen,Kretsstevne
3944,nsf/744,22/09/2005,Norway,,Ganddal,Seriestevne
3945,nsf/745,24/09/2005,Norway,,Oslo,Klubbmesterskap
3946,nsf/746,24/09/2005,Norway,,Brumunddal,Seriestevne
3947,nsf/747,24/09/2005,Norway,,Sande,Benk-cup
3948,nsf/748,26/09/2005,Norway,,Frogner,Klubbmesterskap
3949,nsf/749,03/10/2005,Norway,,Seiersten,Seriestevne
3950,nsf/75,30/06/2000,Norway,,Hommersåk,Seriestevne
3951,nsf/750,07/10/2005,Norway,,Steinkjer,Klubbstevne
3952,nsf/751,07/10/2005,Norway,,Fræna,Klubbstevne
3953,nsf/752,08/10/2005,Norway,,Skoger,Seriestevne
3954,nsf/754,12/10/2005,Norway,,Førde,Klubbstevne
3955,nsf/755,15/10/2005,Norway,,Sandnes,RM
3956,nsf/756,21/10/2005,Norway,,Seiersten,Seriestevne
3957,nsf/757,24/10/2005,Norway,,Lørenskog,Seriestevne
3958,nsf/758,24/10/2005,Norway,,Halden,Seriestevne
3959,nsf/759,26/10/2005,Norway,,Askim,Klubbstevne
3960,nsf/760,29/10/2005,Norway,,Hammerfest,RM
3961,nsf/761,29/10/2005,Norway,,Sande,Seriestevne
3962,nsf/763,11/11/2005,Norway,,Bergen,Ung/Jr og Veteran NM
3963,nsf/765,19/11/2005,Norway,,Odderneshallen,Klubbstevne
3964,nsf/766,19/11/2005,Norway,,Grubhei,Seriestevne
3965,nsf/767,19/11/2005,Norway,,Gruva,Klubbmesterskap
3966,nsf/768,21/11/2005,Norway,,Grorud,Seriestevne
3967,nsf/77,15/07/2000,Norway,,Ålesund,Klubbstevne
3968,nsf/770,25/11/2005,Norway,,Elnesvågen,Seriestevne
3969,nsf/771,25/11/2005,Norway,,Trondheim,Klubbstevne
3970,nsf/772,26/11/2005,Norway,,,Mestermøtet
3971,nsf/773,26/11/2005,Norway,,Sande,Benk-cup
3972,nsf/774,26/11/2005,Norway,,Brumunddal,Klubbmesterskap
3973,nsf/775,26/11/2005,Norway,,Askim,KM Benkpress
3974,nsf/777,08/12/2005,Norway,,Fræna,Seriestevne
3975,nsf/778,10/12/2005,Norway,,Gruben,Julestevne
3976,nsf/779,10/12/2005,Norway,,Stavanger,Julestevne
3977,nsf/78,21/07/2000,Norway,,Trondheim,Seriestevne Benk
3978,nsf/780,10/12/2005,Norway,,Hommersåk,Klubbstevne
3979,nsf/781,10/12/2005,Norway,,Frogner,NM Lag 2005
3980,nsf/782,10/12/2005,Norway,,Bergen,Julestevne
3981,nsf/783,10/12/2005,Norway,,Sande,Julestevne
3982,nsf/784,17/12/2005,Norway,,Skogn,Klubbstevne
3983,nsf/785,17/12/2005,Norway,,Varhol,Seriestevne
3984,nsf/786,17/12/2005,Norway,,Røros,Julestevne
3985,nsf/787,28/12/2005,Norway,,Seiersten,Julestevne
3986,nsf/790,14/01/2006,Norway,,Odderneshallen,Klubbstevne
3987,nsf/791,16/01/2006,Norway,,Seiersten,Seriestevne
3988,nsf/792,18/01/2006,Norway,,Askim,Seriestevne
3989,nsf/793,18/01/2006,Norway,,Askim,Benkstevne
3990,nsf/794,18/01/2006,Norway,,Ganddal,Seriestevne
3991,nsf/795,19/01/2006,Norway,,Halden,Seriestevne
3992,nsf/796,20/01/2006,Norway,,Varhol,Klubbstevne
3993,nsf/797,20/01/2006,Norway,,Steinkjer,Klubbstevne
3994,nsf/798,21/01/2006,Norway,,Bergen,Åpent stevne
3995,nsf/799,28/01/2006,Norway,,Skoger,Seriestevne
3996,nsf/8,05/02/2000,Norway,,Sundbyfoss,Kretsstevne
3997,nsf/80,11/08/2000,Norway,,Trondheim,Benkstevne
3998,nsf/800,28/01/2006,Norway,,Brumunddal,Klubbmesterskap
3999,nsf/801,04/02/2006,Norway,,Sande,KM
4000,nsf/802,04/02/2006,Norway,,Sande,KM benkpress
4001,nsf/803,04/02/2006,Norway,,Bergen,Klubbstevne
4002,nsf/804,07/02/2006,Norway,,Lørenskog,Seriestevne
4003,nsf/805,15/02/2006,Norway,,Brumunddal,Benkpresstevne
4004,nsf/806,16/02/2006,Norway,,Fræna,Benkpresstevne
4005,nsf/807,21/02/2006,Norway,,Alta,Finnmarkmesterskapet
4006,nsf/809,24/02/2006,Norway,,,ER-Equipment open
4007,nsf/81,12/08/2000,Norway,,Brumunddal,Seriestevne
4008,nsf/810,28/02/2006,Norway,,Gresvik,Seriestevne
4009,nsf/811,03/03/2006,Norway,,Varhol,Seriestevne
4010,nsf/812,08/03/2006,Norway,,Hommersåk,Klubbstevne
4011,nsf/813,11/03/2006,Norway,,Fræna,KM benkpress
4012,nsf/814,11/03/2006,Norway,,Sande,Benk-cup
4013,nsf/815,16/03/2006,Norway,,Halden,Klubbmesterskap
4014,nsf/816,20/03/2006,Norway,,Gresvik,Seriestevne
4015,nsf/817,22/03/2006,Norway,,Brumunddal,Benkpresstevne
4016,nsf/818,22/03/2006,Norway,,Brumunddal,Seriestevne
4017,nsf/819,25/03/2006,Norway,,,KM styrkeløft
4018,nsf/821,07/04/2006,Norway,,Fræna,Benkpresstevne
4019,nsf/822,12/04/2006,Norway,,,Seriestevne
4020,nsf/823,12/04/2006,Norway,,,Benkstevne
4021,nsf/824,14/04/2006,Norway,,Varhol,Benkpresstevne
4022,nsf/825,17/04/2006,Norway,,Lurahallen,Seriestevne
4023,nsf/827,22/04/2006,Norway,,Skogn,RM
4024,nsf/829,24/04/2006,Norway,,Frogner,Seriestevne
4025,nsf/83,26/08/2000,Norway,,Hof,NM Benkpress
4026,nsf/830,24/04/2006,Norway,,Gresvik,Seriestevne
4027,nsf/831,26/04/2006,Norway,,Brumunddal,Seriestevne
4028,nsf/832,26/04/2006,Norway,,Brumunddal,Benkpresstevne
4029,nsf/833,27/04/2006,Norway,,Halden,Seriestevne
4030,nsf/834,29/04/2006,Norway,,Skoger,Seriestevne
4031,nsf/835,29/04/2006,Norway,,Oddernes,Klubbstevne
4032,nsf/838,03/05/2006,Norway,,Hommersåk,Klubbstevne
4033,nsf/839,06/05/2006,Norway,,Bergen,Nordisk benkpress
4034,nsf/84,02/09/2000,Norway,,Ulefoss,Benk Cup
4035,nsf/841,10/05/2006,Norway,,,VM funksjonshemmede
4036,nsf/842,13/05/2006,Norway,,Holmestrand,Benk-cup
4037,nsf/843,13/05/2006,Norway,,Ålesund,KM
4038,nsf/844,19/05/2006,Norway,,Gruva,Klubbmesterskap
4039,nsf/845,20/05/2006,Norway,,Fræna,Benkstevne
4040,nsf/846,20/05/2006,Norway,,Brumunddal,KM
4041,nsf/847,20/05/2006,Norway,,Kirkenes,Kretsmesterskap
4042,nsf/849,01/06/2006,Norway,,Halden,Seriestevne
4043,nsf/85,04/09/2000,Norway,,Kjeller,Seriestevne
4044,nsf/850,03/06/2006,Norway,,Fagernes,KM benkpress
4045,nsf/851,03/06/2006,Norway,,Ganddal,Åpent stevne
4046,nsf/852,05/06/2006,Norway,,Lurahallen,Seriestevne
4047,nsf/854,10/06/2006,Norway,,Haukelandshallen,KM benkpress
4048,nsf/855,12/06/2006,Norway,,Gresvik,Seriestevne
4049,nsf/857,16/06/2006,Norway,,Stenkjer,Åpent stevne
4050,nsf/859,21/06/2006,Norway,,,Seriestevne
4051,nsf/860,23/06/2006,Norway,,Varhol,Åpent
4052,nsf/861,24/06/2006,Norway,,Frogner,Åpent stevne
4053,nsf/862,24/06/2006,Norway,,Brumunddal,Nasjonalt U/JR
4054,nsf/863,01/07/2006,Norway,,Skoger,Kretsstevne
4055,nsf/864,03/07/2006,Norway,,Lurahallen,Lagserie
4056,nsf/866,19/07/2006,Norway,,Brumunddal,Klubbstevne
4057,nsf/868,05/08/2006,Norway,,Skogn,Klubbstevne
4058,nsf/869,09/08/2006,Norway,,Brumunddal,Benkpresstevne
4059,nsf/87,13/09/2000,Norway,,Stavanger,Seriestevne
4060,nsf/871,12/08/2006,Norway,,Ulefoss,Seriestevne
4061,nsf/872,12/08/2006,Norway,,Ganddal,Klubbstevne
4062,nsf/873,19/08/2006,Norway,,Melhus,Klubbmesterskap
4063,nsf/874,26/08/2006,Norway,,Moss,NM benkpress
4064,nsf/875,09/09/2006,Norway,,Sande,Seriestevne
4065,nsf/878,13/09/2006,Norway,,Brumunddal,Seriestevne
4066,nsf/879,16/09/2006,Norway,,Trondheim,KM Trønderlag
4067,nsf/880,16/09/2006,Norway,,Haukelandshallen,Åpent Stevne
4068,nsf/881,18/09/2006,Norway,,Gressvik,Seriestevne
4069,nsf/882,23/09/2006,Norway,,Spikkestad,Benkpress-cup
4070,nsf/884,25/09/2006,Norway,,Frogner,Klubbmesterskap
4071,nsf/885,30/09/2006,Norway,,Gruben,Klubbstevne
4072,nsf/886,30/09/2006,Norway,,Oddernes,Klubbstevne
4073,nsf/887,02/10/2006,Norway,,Varhol,Åpent Stevne
4074,nsf/888,04/10/2006,Norway,,Oslo,Seriestevne
4075,nsf/89,16/09/2000,Norway,,Bergen,Seriestevne
4076,nsf/890,14/10/2006,Norway,,Bergen,Åpent stevne
4077,nsf/891,14/10/2006,Norway,,Brumunddal,Seriestevne
4078,nsf/892,14/10/2006,Norway,,Brumunddal,Benkpresstevne
4079,nsf/893,14/10/2006,Norway,,Reem,Klubbstevne
4080,nsf/894,18/10/2006,Norway,,Ganddal,Klubbstevne
4081,nsf/895,20/10/2006,Norway,,Fræna,Klubbmesterskap benkpress
4082,nsf/896,21/10/2006,Norway,,Sande,Syd-Norsk
4083,nsf/897,22/10/2006,Norway,,Sande,Syd-Norsk benkpress
4084,nsf/898,22/10/2006,Norway,,Varhol,Klubbstevne
4085,nsf/899,23/10/2006,Norway,,Lura,Klubbstevne
4086,nsf/9,06/02/2000,Norway,,Oslo,Landskamp
4087,nsf/90,16/09/2000,Norway,,Brumunddal,Seriestevne
4088,nsf/900,24/10/2006,Norway,,Lørenskog,Klubbmesterskap
4089,nsf/901,25/10/2006,Norway,,,Seriestevne
4090,nsf/902,26/10/2006,Norway,,Halden,Seriestevne
4091,nsf/903,28/10/2006,Norway,,Gruben,Klubbstevne
4092,nsf/904,28/10/2006,Norway,,Skoger,Kretsstevne
4093,nsf/905,31/10/2006,Norway,,Sande,Seriestevne
4094,nsf/907,16/11/2006,Norway,,Fræna,Klubbstevne
4095,nsf/908,18/11/2006,Norway,,Frogner,KM benkpress
4096,nsf/909,24/11/2006,Norway,,Molde,NM U/J/Vet.
4097,nsf/91,17/09/2000,Norway,,Sundbyfoss,Kretsstevne
4098,nsf/911,25/11/2006,Norway,,Odderneshallen,Klubbstevne
4099,nsf/912,27/11/2006,Norway,,Gresvik,Seriestevne
4100,nsf/913,01/12/2006,Norway,,Trondheim,Klubbstevne
4101,nsf/914,02/12/2006,Norway,,Sande,Benk-Cup
4102,nsf/915,02/12/2006,Norway,,Hommersåk,Seriestevne
4103,nsf/916,09/12/2006,Norway,,Haukelandshallen,Klubbstevne
4104,nsf/917,09/12/2006,Norway,,,Julestevne
4105,nsf/918,16/12/2006,Norway,,Grubhei,Julestevne
4106,nsf/919,16/12/2006,Norway,,Oslo,Nasjonalt julestevne
4107,nsf/92,22/09/2000,Norway,,Fredrikstad,Seriestevne
4108,nsf/920,16/12/2006,Norway,,Reemyra Skogn,Klubbstevne
4109,nsf/921,16/12/2006,Norway,,Aktiviteten,Klubbstevne
4110,nsf/922,20/12/2006,Norway,,,Klubbstevne
